DATUM,PRIS,BERÄKNAT_SUBSTANSVÄRDE,Rabatt/Premie,Nuvarande rabatt minus snitt,Genomsnittsrabatt senaste 100 handelsdagarna,Avkastning 200 handelsdagar,OMX Date,Index  Value,Avkastning OMXS#=
2021-08-16,"312,5",185,"0,592","-0,043204842","0,635204842","-23,30%",2021-08-16,"2 373,54762639772","-13,94%"
2021-08-17,314,187,"0,595541401","-0,038266343","0,633807744","-25,61%",2021-08-17,"2 383,45304136217","-14,36%"
2021-08-18,"308,1",188,"0,610191496","-0,022456204","0,632647701","-19,67%",2021-08-18,"2 371,37404287795","-12,47%"
2021-08-19,"304,9",186,"0,610036077","-0,021417984","0,631454062","-21,52%",2021-08-19,"2 330,29616176797","-11,20%"
2021-08-20,"305,7",186,"0,608439647","-0,021865223","0,63030487","-22,90%",2021-08-20,"2 360,49746728502","-12,13%"
2021-08-23,"304,5",199,"0,653530378","0,023960483","0,629569895","-22,04%",2021-08-23,"2 371,55410212311","-12,72%"
2021-08-24,"299,3",199,"0,664884731","0,035828989","0,629055742","-23,52%",2021-08-24,"2 367,05175097607","-13,65%"
2021-08-25,"296,3",199,"0,671616605","0,043002088","0,628614517","-25,85%",2021-08-25,"2 376,16309077700","-16,22%"
2021-08-26,"298,5",200,"0,67001675","0,041815834","0,628200916","-27,17%",2021-08-26,"2 371,70210255424","-17,51%"
2021-08-27,300,200,"0,666666667","0,038964887","0,627701779","-30,30%",2021-08-27,"2 373,13765282529","-18,61%"
2021-08-30,"301,4",201,"0,666887857","0,039686112","0,627201745","-29,53%",2021-08-30,"2 372,80585871053","-17,95%"
2021-08-31,"300,3",199,"0,662670663","0,035949657","0,626721005","-31,47%",2021-08-31,"2 351,24678993586","-19,60%"
2021-09-01,"304,4",200,"0,657030223","0,030839991","0,626190232","-32,42%",2021-09-01,"2 368,66938518358","-20,45%"
2021-09-02,"308,8",201,"0,650906736","0,025260324","0,625646412","-33,97%",2021-09-02,"2 388,40143946450","-20,65%"
2021-09-03,"303,3",200,"0,659413122","0,034102772","0,62531035","-33,47%",2021-09-03,"2 369,73307214018","-19,68%"
2021-09-06,"305,9",201,"0,657077476","0,032127959","0,624949517","-34,23%",2021-09-06,"2 394,26305626915","-20,82%"
2021-09-07,"302,8",200,"0,660501982","0,035779994","0,624721987","-34,38%",2021-09-07,"2 377,94441945251","-21,55%"
2021-09-08,"298,2",198,"0,663983903","0,039439396","0,624544508","-33,37%",2021-09-08,"2 347,16277614496","-20,52%"
2021-09-09,"300,3",200,"0,666000666","0,041494335","0,624506331","-30,40%",2021-09-09,"2 353,39427551721","-18,21%"
2021-09-10,"299,2",199,"0,665106952","0,040818537","0,624288415","-29,85%",2021-09-10,"2 349,67441979860","-18,58%"
2021-09-13,"291,3",198,"0,679711637","0,055352548","0,624359089","-29,63%",2021-09-13,"2 335,33892959542","-18,29%"
2021-09-14,"293,7",197,"0,670752469","0,046345124","0,624407345","-31,12%",2021-09-14,"2 341,77173791715","-20,03%"
2021-09-15,"287,3",195,"0,678733032","0,054159952","0,62457308","-28,44%",2021-09-15,"2 324,74557029279","-19,31%"
2021-09-16,"291,5",197,"0,675814751","0,051143385","0,624671366","-30,26%",2021-09-16,"2 344,02821159375","-19,22%"
2021-09-17,"290,1",195,"0,672182006","0,047377211","0,624804795","-29,64%",2021-09-17,"2 323,55215399183","-19,69%"
2021-09-20,"281,3",191,"0,678990402","0,05400713","0,624983272","-23,50%",2021-09-20,"2 272,46388267487","-15,57%"
2021-09-21,"282,8",191,"0,675388967","0,050258849","0,625130119","-22,21%",2021-09-21,"2 274,88191147338","-14,08%"
2021-09-22,"282,8",192,"0,678925035","0,053686289","0,625238746","-21,50%",2021-09-22,"2 299,14600657561","-14,27%"
2021-09-23,"289,5",193,"0,666666667","0,041453162","0,625213504","-24,94%",2021-09-23,"2 338,00402773721","-17,13%"
2021-09-24,"285,2",193,"0,676718093","0,051509016","0,625209076","-21,32%",2021-09-24,"2 313,27331716242","-14,89%"
2021-09-27,"276,8",192,"0,693641618","0,068239628","0,62540199","-20,95%",2021-09-27,"2 304,01204988902","-16,18%"
2021-09-28,"267,6",188,"0,702541106","0,076979209","0,625561897","-18,98%",2021-09-28,"2 254,02443737727","-15,55%"
2021-09-29,"270,8",187,"0,690546529","0,064775974","0,625770555","-19,28%",2021-09-29,"2 255,54913251875","-15,59%"
2021-09-30,"272,4",188,"0,690161527","0,064273478","0,625888049","-17,51%",2021-09-30,"2 259,17543835835","-14,55%"
2021-10-01,"267,1",187,"0,700112317","0,07394826","0,626164058","-15,50%",2021-10-01,"2 254,17907303875","-13,00%"
2021-10-04,"263,1",186,"0,70695553","0,080473804","0,626481726","-13,91%",2021-10-04,"2 233,29762890461","-12,18%"
2021-10-05,"272,9",187,"0,685232686","0,058518603","0,626714083","-13,08%",2021-10-05,"2 254,83509991044","-12,37%"
2021-10-06,269,187,"0,695167286","0,068132419","0,627034867","-11,26%",2021-10-06,"2 221,06394274668","-10,87%"
2021-10-07,"273,5",189,"0,691042048","0,063702494","0,627339554","-13,82%",2021-10-07,"2 257,73538090070","-12,71%"
2021-10-08,"269,1",187,"0,694908956","0,067119812","0,627789144","-14,57%",2021-10-08,"2 240,22260253544","-12,38%"
2021-10-11,"267,2",187,"0,699850299","0,071425883","0,628424417","-12,50%",2021-10-11,"2 233,51849939091","-11,74%"
2021-10-12,276,189,"0,684782609","0,055839087","0,628943522","-12,03%",2021-10-12,"2 251,00909593897","-11,33%"
2021-10-13,285,191,"0,670175439","0,040848243","0,629327196","-11,68%",2021-10-13,"2 276,95305561920","-10,73%"
2021-10-14,"287,1",192,"0,668756531","0,039066602","0,629689929","-14,00%",2021-10-14,"2 296,77086034877","-12,44%"
2021-10-15,"292,9",193,"0,658927962","0,02891112","0,630016842","-17,51%",2021-10-15,"2 314,97571276367","-13,87%"
2021-10-18,"291,3",193,"0,662547202","0,032142906","0,630404296","-15,83%",2021-10-18,"2 311,70028527943","-13,24%"
2021-10-19,295,194,"0,657627119","0,026798625","0,630828493","-16,44%",2021-10-19,"2 326,65972794254","-13,14%"
2021-10-20,"297,2",194,"0,652759085","0,021505245","0,63125384","-21,27%",2021-10-20,"2 326,25107140986","-14,09%"
2021-10-21,"303,5",193,"0,635914333","0,004649508","0,631264825","-21,29%",2021-10-21,"2 325,15087752682","-13,25%"
2021-10-22,307,196,"0,638436482","0,007106425","0,631330057","-24,89%",2021-10-22,"2 348,83951853509","-15,38%"
2021-10-25,"311,3",196,"0,629617732","-0,00166731","0,631285042","-21,97%",2021-10-25,"2 330,13038116122","-13,07%"
2021-10-26,"312,1",197,"0,631207946","-7,76052E-05","0,631285551","-21,98%",2021-10-26,"2 344,19995226517","-13,64%"
2021-10-27,"311,6",196,"0,629011553","-0,002243628","0,631255181","-22,40%",2021-10-27,"2 323,16829977493","-12,51%"
2021-10-28,"315,1",198,"0,628371945","-0,002842391","0,631214337","-22,82%",2021-10-28,"2 313,23658859457","-11,96%"
2021-10-29,"311,2",196,"0,629820051","-0,001412809","0,63123286","-21,82%",2021-10-29,"2 290,85375525266","-10,12%"
2021-11-01,"312,8",197,"0,629795396","-0,001439906","0,631235302","-23,56%",2021-11-01,"2 302,25835652638","-11,62%"
2021-11-02,"317,9",198,"0,62283737","-0,008372045","0,631209415","-23,72%",2021-11-02,"2 302,66728830534","-10,83%"
2021-11-03,"327,7",200,"0,610314312","-0,020714137","0,631028449","-28,81%",2021-11-03,"2 317,66958646038","-12,07%"
2021-11-04,"328,1",201,"0,612618104","-0,018252187","0,630870292","-30,94%",2021-11-04,"2 330,06592578961","-14,34%"
2021-11-05,"329,9",200,"0,606244316","-0,024464491","0,630708807","-33,80%",2021-11-05,"2 324,89830197922","-14,59%"
2021-11-08,"334,3",202,"0,604247682","-0,026197657","0,630445339","-35,39%",2021-11-08,"2 331,84506110846","-14,94%"
2021-11-09,"329,3",202,"0,613422411","-0,016845792","0,630268203","-32,49%",2021-11-09,"2 327,11845289704","-14,60%"
2021-11-10,"328,4",203,"0,618148599","-0,011977967","0,630126566","-34,99%",2021-11-10,"2 331,42403474143","-16,10%"
2021-11-11,"328,9",204,"0,620249316","-0,009706945","0,629956261","-36,03%",2021-11-11,"2 346,46167955306","-17,32%"
2021-11-12,"340,4",205,"0,602232667","-0,027327859","0,629560526","-37,25%",2021-11-12,"2 365,44992464099","-17,88%"
2021-11-15,"345,9",206,"0,595547846","-0,03356654","0,629114386","-39,00%",2021-11-15,"2 374,47422656416","-19,13%"
2021-11-16,347,206,"0,593659942","-0,035021587","0,628681529","-41,67%",2021-11-16,"2 385,62634386432","-21,38%"
2021-11-17,"351,7",207,"0,588569804","-0,039680711","0,628250515","-40,72%",2021-11-17,"2 384,09928975607","-19,26%"
2021-11-18,"354,3",206,"0,581428168","-0,046373312","0,62780148","-42,42%",2021-11-18,"2 373,03598630049","-19,98%"
2021-11-19,"358,4",207,"0,577566964","-0,049664966","0,62723193","-42,55%",2021-11-19,"2 373,92269926074","-19,83%"
2021-11-22,"347,5",208,"0,598561151","-0,028334241","0,626895392","-40,78%",2021-11-22,"2 368,56793989562","-19,88%"
2021-11-23,"334,9",205,"0,612123022","-0,014566102","0,626689123","-38,31%",2021-11-23,"2 334,31470691802","-18,29%"
2021-11-24,"335,5",205,"0,611028316","-0,015487904","0,626516219","-38,00%",2021-11-24,"2 336,50442178025","-17,22%"
2021-11-25,"345,8",205,"0,592828224","-0,033428397","0,626256622","-38,69%",2021-11-25,"2 335,58972845848","-15,46%"
2021-11-26,"336,3",201,"0,597680642","-0,02831193","0,625992572","-39,52%",2021-11-26,"2 242,17927918421","-13,56%"
2021-11-29,"341,9",203,"0,59374086","-0,031973928","0,625714788","-41,27%",2021-11-29,"2 272,27475810991","-15,66%"
2021-11-30,"341,2",204,"0,597889801","-0,027623108","0,625512909","-42,06%",2021-11-30,"2 241,66210739757","-14,72%"
2021-12-01,"342,4",206,"0,601635514","-0,023806926","0,62544244","-43,01%",2021-12-01,"2 290,72413427190","-17,86%"
2021-12-02,"332,4",205,"0,616726835","-0,008862432","0,625589267","-42,04%",2021-12-02,"2 263,20092270069","-17,02%"
2021-12-03,"325,3",202,"0,620965263","-0,00484768","0,625812943","-42,78%",2021-12-03,"2 240,83253455019","-17,14%"
2021-12-06,"326,9",202,"0,617925971","-0,00822415","0,626150122","-41,79%",2021-12-06,"2 285,53082365018","-17,80%"
2021-12-07,336,207,"0,616071429","-0,010508804","0,626580233","-45,61%",2021-12-07,"2 334,84509316381","-21,28%"
2021-12-08,"337,3",207,"0,613697006","-0,013333158","0,627030164","-44,74%",2021-12-08,"2 326,55401230795","-21,86%"
2021-12-09,"343,3",206,"0,600058258","-0,02730582","0,627364078","-46,90%",2021-12-09,"2 323,89290959118","-22,04%"
2021-12-10,341,206,"0,604105572","-0,0237927","0,627898272","-46,38%",2021-12-10,"2 315,73319128989","-21,00%"
2021-12-13,337,204,"0,605341246","-0,023081671","0,628422917","-45,04%",2021-12-13,"2 310,34855413309","-20,41%"
2021-12-14,"329,1",201,"0,610756609","-0,018232929","0,628989538","-45,46%",2021-12-14,"2 286,36785306901","-21,52%"
2021-12-15,"332,7",201,"0,604147881","-0,02542549","0,629573371","-44,21%",2021-12-15,"2 293,45612334100","-20,25%"
2021-12-16,"339,1",202,"0,595694485","-0,034382271","0,630076757","-44,46%",2021-12-16,"2 311,02644361029","-20,40%"
2021-12-17,"336,3",202,"0,600654178","-0,029956202","0,630610379","-41,94%",2021-12-17,"2 305,91936077858","-17,19%"
2021-12-20,"335,7",201,"0,598748883","-0,032403612","0,631152495","-44,47%",2021-12-20,"2 285,71656565328","-17,62%"
2021-12-21,339,204,"0,601769912","-0,030016337","0,631786248","-45,84%",2021-12-21,"2 319,52109212842","-18,82%"
2021-12-22,"342,2",206,"0,601987142","-0,030501706","0,632488848","-49,42%",2021-12-22,"2 334,80549089464","-21,12%"
2021-12-23,"351,4",209,"0,594763802","-0,038438279","0,633202081","-51,28%",2021-12-23,"2 385,62712351620","-23,00%"
2021-12-27,"357,7",210,"0,587084149","-0,046768068","0,633852216","-52,40%",2021-12-27,"2 406,61372887888","-23,79%"
2021-12-28,"363,9",212,"0,582577631","-0,05167096","0,634248592","-52,13%",2021-12-28,"2 420,47447028660","-24,21%"
2021-12-29,"368,1",212,"0,575930454","-0,058358291","0,634288745","-52,88%",2021-12-29,"2 418,90420155465","-23,24%"
2021-12-30,"368,7",212,"0,574993219","-0,059334331","0,63432755","-52,02%",2021-12-30,"2 419,73438710295","-22,76%"
2022-01-03,"364,4",212,"0,581778266","-0,052610389","0,634388654","-49,45%",2022-01-03,"2 444,18859448484","-21,92%"
2022-01-04,"362,5",212,"0,584827586","-0,049696352","0,634523938","-48,32%",2022-01-04,"2 456,17156797456","-21,07%"
2022-01-05,353,212,"0,600566572","-0,034166547","0,634733119","-49,49%",2022-01-05,"2 442,81095296089","-21,14%"
2022-01-07,"342,8",206,"0,600933489","-0,033888081","0,63482157","-47,01%",2022-01-07,"2 400,95207984023","-20,62%"
2022-01-10,325,198,"0,609230769","-0,025726339","0,634957108","-44,69%",2022-01-10,"2 352,73306607810","-19,18%"
2022-01-11,323,199,"0,616099071","-0,018916528","0,635015599","-42,72%",2022-01-11,"2 379,18898809460","-18,51%"
2022-01-12,327,200,"0,611620795","-0,023410494","0,635031289","-41,25%",2022-01-12,"2 399,17573991386","-18,08%"
2022-01-13,322,197,"0,611801242","-0,02326333","0,635064572","-40,12%",2022-01-13,"2 397,96017119756","-17,84%"
2022-01-14,"307,2",193,"0,628255208","-0,006559115","0,634814323","-37,57%",2022-01-14,"2 358,29072791491","-16,54%"
2022-01-17,"305,2",193,"0,632372215","-0,002120202","0,634492417","-37,65%",2022-01-17,"2 363,12016084736","-16,45%"
2022-01-18,"293,8",188,"0,639891082","0,005712779","0,634178303","-36,44%",2022-01-18,"2 322,79630559202","-15,25%"
2022-01-19,295,189,"0,640677966","0,006790146","0,63388782","-36,58%",2022-01-19,"2 332,95782270847","-15,34%"
2022-01-20,"297,1",190,"0,639515315","0,00589632","0,633618995","-38,14%",2022-01-20,"2 354,50873834028","-15,88%"
2022-01-21,"289,7",187,"0,64549534","0,012088152","0,633407188","-37,38%",2022-01-21,"2 314,06243877163","-15,30%"
2022-01-24,"278,9",181,"0,648978128","0,01570651","0,633271618","-33,70%",2022-01-24,"2 223,98591932835","-10,12%"
2022-01-25,"279,5",181,"0,647584973","0,014406873","0,633178101","-32,68%",2022-01-25,"2 239,72356577815","-10,32%"
2022-01-26,"286,4",184,"0,642458101","0,00936365","0,633094451","-31,91%",2022-01-26,"2 286,11018358722","-10,94%"
2022-01-27,"278,2",182,"0,654205607","0,021162716","0,633042891","-26,13%",2022-01-27,"2 270,12483236855","-10,44%"
2022-01-28,"277,8",182,"0,655147588","0,022123805","0,633023783","-21,85%",2022-01-28,"2 266,82007783583","-7,09%"
2022-01-31,"286,9",185,"0,64482398","0,011955425","0,632868556","-22,34%",2022-01-31,"2 290,15916838830","-7,92%"
2022-02-01,295,188,"0,637288136","0,004683894","0,632604241","-24,17%",2022-02-01,"2 313,20176613390","-8,87%"
2022-02-02,298,189,"0,634228188","0,001938526","0,632289662","-26,91%",2022-02-02,"2 324,47726648740","-9,74%"
2022-02-03,"290,8",185,"0,636176066","0,004172848","0,632003218","-28,89%",2022-02-03,"2 277,66877134900","-8,90%"
2022-02-04,"284,4",186,"0,654008439","0,022259708","0,631748731","-27,78%",2022-02-04,"2 254,30206214110","-8,31%"
2022-02-07,"282,1",186,"0,659340659","0,027704917","0,631635742","-25,66%",2022-02-07,"2 278,64493588001","-8,39%"
2022-02-08,"277,8",184,"0,662347012","0,030873508","0,631473505","-24,80%",2022-02-08,"2 274,39765960356","-8,43%"
2022-02-09,"287,5",187,"0,650434783","0,019212565","0,631222218","-28,56%",2022-02-09,"2 313,14124717889","-9,36%"
2022-02-10,"287,1",186,"0,647857889","0,016876504","0,630981385","-27,10%",2022-02-10,"2 314,26044883239","-8,83%"
2022-02-11,"277,3",190,"0,685178507","0,054135854","0,631042653","-24,63%",2022-02-11,"2 293,77218584093","-8,15%"
2022-02-14,"266,8",187,"0,70089955","0,069604317","0,631295233","-20,80%",2022-02-14,"2 240,96528583043","-5,54%"
2022-02-15,"278,2",190,"0,682961898","0,051626696","0,631335202","-25,77%",2022-02-15,"2 282,06242327059","-8,14%"
2022-02-16,"274,3",190,"0,692672257","0,061079573","0,631592683","-25,19%",2022-02-16,"2 263,40519874047","-7,56%"
2022-02-17,"269,9",189,"0,700259355","0,06843359","0,631825765","-24,16%",2022-02-17,"2 229,14708973974","-5,68%"
2022-02-18,"259,8",187,"0,71978445","0,087699845","0,632084605","-18,21%",2022-02-18,"2 197,71672566934","-3,30%"
2022-02-21,"255,3",183,"0,71680376","0,084577941","0,632225819","-17,51%",2022-02-21,"2 159,29993861768","-1,38%"
2022-02-22,"262,3",184,"0,701486847","0,069152708","0,632334139","-19,14%",2022-02-22,"2 157,91575394170","-0,84%"
2022-02-23,"255,2",182,"0,713166144","0,080604236","0,632561908","-19,67%",2022-02-23,"2 142,02873157670","-1,44%"
2022-02-24,"254,9",179,"0,702236171","0,069653235","0,632582936","-20,95%",2022-02-24,"2 078,06256700702","0,50%"
2022-02-25,"261,2",182,"0,696784074","0,064301845","0,632482229","-22,89%",2022-02-25,"2 141,52430467565","-2,32%"
2022-02-28,"264,3",183,"0,692395006","0,059841863","0,632553143","-21,23%",2022-02-28,"2 134,07284171208","-0,83%"
2022-03-01,"261,1",182,"0,697050938","0,064479146","0,632571793","-21,03%",2022-03-01,"2 084,93255074647","1,15%"
2022-03-02,"264,4",183,"0,692133132","0,059550536","0,632582596","-20,92%",2022-03-02,"2 096,53359616970","2,11%"
2022-03-03,"263,5",181,"0,686907021","0,054403652","0,632503369","-20,23%",2022-03-03,"2 048,51101754721","4,42%"
2022-03-04,"256,2",177,"0,690866511","0,05845209","0,63241442","-20,73%",2022-03-04,"1 985,54144972792","4,73%"
2022-03-07,259,176,"0,67953668","0,047174199","0,63236248","-23,05%",2022-03-07,"1 980,35080311680","3,32%"
2022-03-08,"255,8",175,"0,684128225","0,051627599","0,632500627","-23,89%",2022-03-08,"1 972,04288848170","3,85%"
2022-03-09,"269,4",179,"0,664439495","0,031981611","0,632457884","-28,84%",2022-03-09,"2 041,61505784687","-0,25%"
2022-03-10,"267,4",179,"0,669409125","0,036847467","0,632561658","-27,66%",2022-03-10,"2 038,92284644675","1,29%"
2022-03-11,"271,5",182,"0,670349908","0,037710996","0,632638912","-29,71%",2022-03-11,"2 070,79730346885","-1,33%"
2022-03-14,"279,1",183,"0,655678968","0,023059345","0,632619623","-30,28%",2022-03-14,"2 096,44013208828","-2,01%"
2022-03-15,276,182,"0,65942029","0,026734714","0,632685576","-27,86%",2022-03-15,"2 085,08307390536","-0,84%"
2022-03-16,"293,4",187,"0,637355147","0,004655305","0,632699841","-32,57%",2022-03-16,"2 167,15400375717","-5,28%"
2022-03-17,"298,8",189,"0,63253012","-0,000111242","0,632641363","-32,53%",2022-03-17,"2 159,00086578257","-3,88%"
2022-03-18,"302,8",189,"0,624174373","-0,008413095","0,632587468","-34,91%",2022-03-18,"2 178,82507986768","-6,22%"
2022-03-21,"301,6",188,"0,623342175","-0,009167414","0,632509589","-34,86%",2022-03-21,"2 181,04716677668","-4,83%"
2022-03-22,295,189,"0,640677966","0,008052868","0,632625098","-31,93%",2022-03-22,"2 182,77684642067","-4,25%"
2022-03-23,"289,2",187,"0,646611342","0,013805655","0,632805686","-30,57%",2022-03-23,"2 155,64180215497","-1,64%"
2022-03-24,"284,1",184,"0,647659275","0,014676963","0,632982312","-29,25%",2022-03-24,"2 134,16458841796","0,15%"
2022-03-25,"284,1",183,"0,644139388","0,011015056","0,633124332","-26,58%",2022-03-25,"2 106,52002773433","4,05%"
2022-03-28,"288,4",185,"0,64147018","0,008161365","0,633308815","-27,70%",2022-03-28,"2 124,93126936346","2,62%"
2022-03-29,"303,4",187,"0,616348055","-0,0170205","0,633368555","-28,77%",2022-03-29,"2 154,37570827883","2,48%"
2022-03-30,"304,2",187,"0,614727153","-0,018662284","0,633389437","-27,35%",2022-03-30,"2 130,30026090291","4,46%"
2022-03-31,301,185,"0,61461794","-0,018854404","0,633472344","-27,24%",2022-03-31,"2 095,17270723449","5,82%"
2022-04-01,"302,7",187,"0,617773373","-0,015832889","0,633606262","-26,33%",2022-04-01,"2 119,61549622358","4,98%"
2022-04-04,"304,2",188,"0,618014464","-0,015637263","0,633651728","-26,73%",2022-04-04,"2 136,44233037463","3,58%"
2022-04-05,308,187,"0,607142857","-0,026399903","0,63354276","-27,11%",2022-04-05,"2 132,52309789021","4,04%"
2022-04-06,300,184,"0,613333333","-0,020140951","0,633474285","-29,57%",2022-04-06,"2 101,21006673965","3,46%"
2022-04-07,"303,5",186,"0,612850082","-0,020729325","0,633579408","-29,16%",2022-04-07,"2 108,03542618445","4,24%"
2022-04-08,298,185,"0,620805369","-0,013024113","0,633829482","-25,27%",2022-04-08,"2 131,86216479204","4,35%"
2022-04-11,"287,9",182,"0,632163946","-0,002046764","0,63421071","-23,58%",2022-04-11,"2 097,70729328776","5,65%"
2022-04-12,"291,3",183,"0,628218332","-0,006384938","0,63460327","-25,61%",2022-04-12,"2 102,20399045153","4,86%"
2022-04-13,"291,1",184,"0,632085194","-0,00301963","0,635104824","-23,63%",2022-04-13,"2 098,57739979686","4,38%"
2022-04-14,292,185,"0,633561644","-0,002097583","0,635659227","-22,77%",2022-04-14,"2 092,85671036544","5,01%"
2022-04-19,"286,2",185,"0,646401118","0,010268228","0,63613289","-22,22%",2022-04-19,"2 097,89217831832","4,87%"
2022-04-20,285,186,"0,652631579","0,016097614","0,636533965","-22,95%",2022-04-20,"2 109,10240653269","4,24%"
2022-04-21,"283,2",188,"0,663841808","0,026784937","0,637056871","-20,48%",2022-04-21,"2 126,44290423467","3,94%"
2022-04-22,"276,9",186,"0,671722644","0,03388464","0,637838004","-13,87%",2022-04-22,"2 094,94182647866","9,19%"
2022-04-25,"265,8",184,"0,692249812","0,05347548","0,638774332","-11,66%",2022-04-25,"2 050,63777094704","11,89%"
2022-04-26,"257,7",182,"0,706247575","0,066359315","0,63988826","-10,63%",2022-04-26,"2 018,32722705901","11,88%"
2022-04-27,"260,5",181,"0,694817658","0,053969717","0,640847942","-12,09%",2022-04-27,"2 048,68705837694","10,06%"
2022-04-28,"261,3",180,"0,688863375","0,047151791","0,641711584","-12,17%",2022-04-28,"2 038,56321710555","10,08%"
2022-04-29,"263,1",181,"0,687951349","0,045534572","0,642416777","-14,10%",2022-04-29,"2 058,89769188427","8,57%"
2022-05-02,244,177,"0,725409836","0,081958954","0,643450882","-9,18%",2022-05-02,"2 020,40618091972","8,93%"
2022-05-03,"237,6",178,"0,749158249","0,104408038","0,644750211","-1,47%",2022-05-03,"2 034,46408775123","9,77%"
2022-05-04,"233,3",177,"0,758679811","0,112517636","0,646162176","0,77%",2022-05-04,"2 011,12094688846","11,01%"
2022-05-05,"229,9",174,"0,756850805","0,109271265","0,64757954","2,70%",2022-05-05,"1 985,12843814662","13,60%"
2022-05-06,"225,5",171,"0,758314856","0,109168419","0,649146437","4,12%",2022-05-06,"1 961,99666838430","15,01%"
2022-05-09,"216,7",168,"0,775265344","0,124424256","0,650841088","6,23%",2022-05-09,"1 914,82496132525","17,47%"
2022-05-10,"218,8",169,"0,772394881","0,119899797","0,652495084","4,52%",2022-05-10,"1 943,11044855418","15,20%"
2022-05-11,"220,8",166,"0,751811594","0,097919926","0,653891668","1,45%",2022-05-11,"1 977,46816462450","12,44%"
2022-05-12,"222,1",164,"0,738406123","0,083185165","0,655220958","0,81%",2022-05-12,"1 973,47689952231","12,66%"
2022-05-13,"232,1",168,"0,723825937","0,067336351","0,656489586","-2,89%",2022-05-13,"2 011,33405443869","10,75%"
2022-05-16,"230,9",169,"0,731918579","0,074129346","0,657789234","-4,03%",2022-05-16,"2 004,49248596129","10,07%"
2022-05-17,"234,9",170,"0,723712218","0,064685723","0,659026495","-4,09%",2022-05-17,"2 027,33938982087","10,24%"
2022-05-18,"228,9",169,"0,738313674","0,077935261","0,660378413","-5,11%",2022-05-18,"2 002,54055051011","11,20%"
2022-05-19,"229,6",167,"0,727351916","0,065732268","0,661619648","-4,49%",2022-05-19,"1 992,40095445732","11,16%"
2022-05-20,"228,4",167,"0,73117338","0,068203142","0,662970238","-4,29%",2022-05-20,"1 994,08957644406","11,06%"
2022-05-23,"230,9",168,"0,7275877","0,063226338","0,664361363","-2,73%",2022-05-23,"2 018,87226308463","11,59%"
2022-05-24,"225,9",167,"0,739265162","0,073352437","0,665912724","-0,62%",2022-05-24,"2 001,10335315030","13,03%"
2022-05-25,"226,1",166,"0,734188412","0,066708778","0,667479635","-3,01%",2022-05-25,"1 981,81940925591","13,26%"
2022-05-27,240,162,"0,675","0,006530199","0,668469801","-8,88%",2022-05-27,"2 058,09780208589","9,25%"
2022-05-30,"246,3",164,"0,665854649","-0,003447591","0,66930224","-11,94%",2022-05-30,"2 075,27673339248","8,18%"
2022-05-31,"239,7",163,"0,680016688","0,009771981","0,670244707","-11,35%",2022-05-31,"2 042,63662706952","7,32%"
2022-06-01,"233,6",161,"0,689212329","0,018089941","0,671122387","-10,74%",2022-06-01,"2 041,25767512039","5,65%"
2022-06-02,"247,5",172,"0,694949495","0,022896256","0,672053239","-14,02%",2022-06-02,"2 075,67934535346","5,33%"
2022-06-03,"239,3",172,"0,718763059","0,045625342","0,673137717","-14,58%",2022-06-03,"2 069,41414502160","1,32%"
2022-06-07,"235,7",172,"0,729741196","0,05547831","0,674262887","-10,95%",2022-06-07,"2 074,21041785856","2,46%"
2022-06-08,"237,4",172,"0,724515586","0,049134929","0,675380657","-13,73%",2022-06-08,"2 069,93346939779","0,87%"
2022-06-09,"228,9",168,"0,733944954","0,057354954","0,67659","-12,84%",2022-06-09,"2 044,05809843454","3,65%"
2022-06-10,"219,7",165,"0,751024124","0,07321859","0,677805534","-7,65%",2022-06-10,"1 990,79513288905","7,77%"
2022-06-13,"217,4",164,"0,754369825","0,075356394","0,679013431","-7,82%",2022-06-13,"1 956,50495086466","9,73%"
2022-06-14,"209,1",161,"0,769966523","0,089665216","0,680301307","-3,54%",2022-06-14,"1 931,39049963705","10,59%"
2022-06-15,"212,4",162,"0,762711864","0,081202301","0,681509563","-5,91%",2022-06-15,"1 946,86297996500","7,24%"
2022-06-16,"205,8",159,"0,772594752","0,089767571","0,682827182","-1,65%",2022-06-16,"1 890,33317944465","11,71%"
2022-06-17,"205,7",159,"0,772970345","0,088881035","0,68408931","-2,38%",2022-06-17,"1 884,26632722670","12,28%"
2022-06-20,"203,9",159,"0,779794017","0,094409499","0,685384517","0,49%",2022-06-20,"1 895,24447222569","13,41%"
2022-06-21,"201,8",159,"0,787908821","0,101134958","0,686773862","3,62%",2022-06-21,"1 903,38491902535","15,55%"
2022-06-22,"201,2",159,"0,790258449","0,102021217","0,688237232","4,67%",2022-06-22,"1 895,83825150833","17,30%"
2022-06-23,"198,7",158,"0,795168596","0,105535691","0,689632905","5,59%",2022-06-23,"1 865,53942488449","18,52%"
2022-06-24,"198,7",159,"0,800201309","0,109132228","0,691069081","6,34%",2022-06-24,"1 865,53942488449","18,78%"
2022-06-27,209,163,"0,779904306","0,087497797","0,69240651","-1,48%",2022-06-27,"1 924,84119118138","12,99%"
2022-06-28,"209,9",163,"0,776560267","0,082774825","0,693785442","-2,29%",2022-06-28,"1 913,13808235223","14,20%"
2022-06-29,205,163,"0,795121951","0,099743502","0,695378449","3,41%",2022-06-29,"1 908,30968590978","15,87%"
2022-06-30,"202,3",162,"0,800790905","0,103782606","0,697008299","4,40%",2022-06-30,"1 872,68159447183","18,29%"
